"","ResponseId","rural","income","major_hss","gender","partyid_true","ct_norm","conj_1_1","conj_2_1","conj_3_1","conj_4_1","conj_5_1","conj_6_1","special_conj_1_1","task","profile","Age","Gender","PreviousOccupation","PoliticalParty","PoliticalStatement1","PoliticalStatement2","Chosen","choice","Inparty"
"11","R_208HAZhkCW7IBvH",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate B","Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","6","1","39","Male","Civil Activist","Law and Justice","PS1_Strong","PS2_Mild","0",0,"No"
"12","R_208HAZhkCW7IBvH",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate B","Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","6","2","47","Male","Businessperson","Civic Coalition","PS1_Mild","PS2_Mild","1",1,"Yes"
"13","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","1","1","59","Male","Businessperson","Civic Coalition","PS1_Strong","PS2_Strong","1",1,"Yes"
"14","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","1","2","54","Female","Civil Activist","Law and Justice","PS1_Mild","PS2_Mild","0",0,"No"
"15","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","2","1","62","Male","Businessperson","Law and Justice","PS1_Strong","PS2_Strong","1",1,"No"
"16","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","2","2","54","Female","Businessperson","Law and Justice","PS1_Strong","PS2_Mild","0",0,"No"
"17","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","3","1","54","Male","Civil Activist","Law and Justice","PS1_Strong","PS2_Strong","",0,"No"
"18","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","3","2","39","Male","Civil Activist","Law and Justice","PS1_Mild","PS2_Mild","",1,"No"
"19","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","4","1","39","Male","Member of the Cabinet","Civic Coalition","PS1_Mild","PS2_Strong","",1,"Yes"
"20","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","4","2","59","Male","Businessperson","Civic Coalition","PS1_Mild","PS2_Strong","",0,"Yes"
"21","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","5","1","59","Female","Civil Activist","Law and Justice","PS1_Mild","PS2_Strong","",1,"No"
"22","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","5","2","39","Female","Businessperson","Civic Coalition","PS1_Mild","PS2_Mild","",0,"Yes"
"23","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","6","1","47","Male","Businessperson","Law and Justice","PS1_Mild","PS2_Mild","",0,"No"
"24","R_208XKGWpJqCYV8x",0,4,"Non-HSS",1,"Civic Coalition",0.666666666666667,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","6","2","39","Female","Member of the Cabinet","Civic Coalition","PS1_Mild","PS2_Strong","",1,"Yes"
"25","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","1","1","62","Female","Businessperson","Civic Coalition","PS1_Strong","PS2_Strong","1",1,"Yes"
"26","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","1","2","59","Female","Civil Activist","Law and Justice","PS1_Strong","PS2_Strong","0",0,"No"
"27","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","2","1","59","Male","Civil Activist","Law and Justice","PS1_Mild","PS2_Mild","1",1,"No"
"28","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","2","2","47","Male","Businessperson","Law and Justice","PS1_Strong","PS2_Mild","0",0,"No"
"29","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","3","1","62","Female","Civil Activist","Civic Coalition","PS1_Strong","PS2_Strong","1",1,"Yes"
"30","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","3","2","39","Male","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Strong","0",0,"No"
"31","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","4","1","54","Female","Businessperson","Civic Coalition","PS1_Mild","PS2_Mild","1",1,"Yes"
"32","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","4","2","59","Male","Businessperson","Law and Justice","PS1_Strong","PS2_Mild","0",0,"No"
"33","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","5","1","47","Female","Civil Activist","Law and Justice","PS1_Strong","PS2_Strong","1",1,"No"
"34","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","5","2","47","Male","Businessperson","Law and Justice","PS1_Mild","PS2_Mild","0",0,"No"
"35","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","6","1","54","Male","Member of the Cabinet","Civic Coalition","PS1_Mild","PS2_Strong","1",1,"Yes"
"36","R_20PdkB0E2EVeFIP",0,3,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","6","2","62","Female","Businessperson","Law and Justice","PS1_Strong","PS2_Mild","0",0,"No"
"37","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","1","1","62","Female","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Mild","0",0,"No"
"38","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","1","2","47","Male","Businessperson","Civic Coalition","PS1_Strong","PS2_Strong","1",1,"Yes"
"39","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","2","1","59","Female","Civil Activist","Civic Coalition","PS1_Mild","PS2_Strong","",1,"Yes"
"40","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","2","2","47","Male","Civil Activist","Law and Justice","PS1_Mild","PS2_Mild","",0,"No"
"41","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","3","1","59","Male","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Strong","",0,"No"
"42","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","3","2","54","Male","Civil Activist","Civic Coalition","PS1_Strong","PS2_Mild","",1,"Yes"
"43","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","4","1","47","Female","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Strong","",0,"No"
"44","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","4","2","59","Male","Civil Activist","Civic Coalition","PS1_Mild","PS2_Mild","",1,"Yes"
"45","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","5","1","62","Male","Businessperson","Law and Justice","PS1_Strong","PS2_Strong","",0,"No"
"46","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","5","2","39","Female","Civil Activist","Law and Justice","PS1_Strong","PS2_Strong","",1,"No"
"47","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","6","1","39","Male","Civil Activist","Law and Justice","PS1_Strong","PS2_Mild","",0,"No"
"48","R_215FstLihfwVM9S",0,4,"Non-HSS",1,"Civic Coalition",0.533333333333333,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","6","2","62","Male","Civil Activist","Law and Justice","PS1_Strong","PS2_Strong","",1,"No"
"49","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","1","1","59","Female","Member of the Cabinet","Civic Coalition","PS1_Strong","PS2_Strong","0",0,NA
"50","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","1","2","39","Female","Businessperson","Civic Coalition","PS1_Strong","PS2_Strong","1",1,NA
"51","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","2","1","54","Female","Member of the Cabinet","Law and Justice","PS1_Mild","PS2_Mild","0",0,NA
"52","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","2","2","54","Female","Civil Activist","Civic Coalition","PS1_Strong","PS2_Strong","1",1,NA
"53","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","3","1","39","Female","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Strong","0",0,NA
"54","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","3","2","39","Male","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Mild","1",1,NA
"55","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","4","1","39","Female","Member of the Cabinet","Civic Coalition","PS1_Mild","PS2_Mild","1",1,NA
"56","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","4","2","59","Male","Civil Activist","Law and Justice","PS1_Mild","PS2_Strong","0",0,NA
"57","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","5","1","39","Female","Businessperson","Civic Coalition","PS1_Strong","PS2_Mild","1",1,NA
"58","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","5","2","59","Female","Civil Activist","Law and Justice","PS1_Mild","PS2_Mild","0",0,NA
"59","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","6","1","54","Male","Civil Activist","Law and Justice","PS1_Strong","PS2_Strong","1",1,NA
"60","R_21Alb3La0hIHKUb",0,3,"Non-HSS",0,NA,0.533333333333333,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A","6","2","39","Female","Civil Activist","Civic Coalition","PS1_Mild","PS2_Mild","0",0,NA
"61","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","1","1","54","Female","Civil Activist","Civic Coalition","PS1_Strong","PS2_Strong","1",1,"No"
"62","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","1","2","62","Male","Civil Activist","Civic Coalition","PS1_Mild","PS2_Mild","0",0,"No"
"63","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","2","1","59","Male","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Strong","0",0,"Yes"
"64","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","2","2","62","Male","Civil Activist","Civic Coalition","PS1_Mild","PS2_Strong","1",1,"No"
"65","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","3","1","62","Male","Businessperson","Civic Coalition","PS1_Strong","PS2_Mild","",0,"No"
"66","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","3","2","62","Male","Businessperson","Law and Justice","PS1_Mild","PS2_Strong","",1,"Yes"
"67","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","4","1","59","Male","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Mild","0",0,"Yes"
"68","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","4","2","39","Male","Civil Activist","Law and Justice","PS1_Mild","PS2_Mild","1",1,"Yes"
"69","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","5","1","62","Male","Businessperson","Civic Coalition","PS1_Strong","PS2_Strong","0",0,"No"
"70","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","5","2","59","Male","Businessperson","Law and Justice","PS1_Strong","PS2_Mild","1",1,"Yes"
"71","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","6","1","62","Male","Businessperson","Law and Justice","PS1_Mild","PS2_Mild","",1,"Yes"
"72","R_21azqwsvJc8BAPf",0,4,"HSS",0,"Law and Justice",0.533333333333333,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","6","2","59","Male","Member of the Cabinet","Civic Coalition","PS1_Strong","PS2_Mild","",0,"No"
"73","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","1","1","39","Male","Businessperson","Law and Justice","PS1_Strong","PS2_Strong","",1,"No"
"74","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","1","2","62","Male","Businessperson","Law and Justice","PS1_Strong","PS2_Strong","",0,"No"
"75","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","2","1","62","Female","Civil Activist","Civic Coalition","PS1_Strong","PS2_Mild","0",0,"Yes"
"76","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","2","2","47","Female","Businessperson","Civic Coalition","PS1_Strong","PS2_Mild","1",1,"Yes"
"77","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","3","1","47","Female","Civil Activist","Civic Coalition","PS1_Mild","PS2_Strong","",1,"Yes"
"78","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","3","2","62","Male","Civil Activist","Law and Justice","PS1_Mild","PS2_Mild","",0,"No"
"79","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","4","1","47","Male","Member of the Cabinet","Law and Justice","PS1_Mild","PS2_Strong","",1,"No"
"80","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","4","2","39","Female","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Mild","",0,"No"
"81","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","5","1","62","Male","Businessperson","Law and Justice","PS1_Mild","PS2_Mild","",1,"No"
"82","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","5","2","47","Male","Civil Activist","Law and Justice","PS1_Strong","PS2_Strong","",0,"No"
"83","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","6","1","62","Male","Businessperson","Law and Justice","PS1_Mild","PS2_Strong","",0,"No"
"84","R_21j67GszZB8SqW5",0,4,"HSS",0,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","6","2","47","Male","Civil Activist","Civic Coalition","PS1_Strong","PS2_Strong","",1,"Yes"
"85","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","1","1","59","Male","Member of the Cabinet","Civic Coalition","PS1_Mild","PS2_Mild","1",1,"Yes"
"86","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","1","2","59","Male","Businessperson","Law and Justice","PS1_Strong","PS2_Mild","0",0,"No"
"87","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","2","1","39","Female","Civil Activist","Law and Justice","PS1_Strong","PS2_Mild","0",0,"No"
"88","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","2","2","54","Male","Member of the Cabinet","Civic Coalition","PS1_Mild","PS2_Strong","1",1,"Yes"
"89","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","3","1","39","Female","Civil Activist","Law and Justice","PS1_Mild","PS2_Strong","0",0,"No"
"90","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","3","2","62","Male","Civil Activist","Civic Coalition","PS1_Strong","PS2_Strong","1",1,"Yes"
"91","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","4","1","62","Male","Businessperson","Law and Justice","PS1_Strong","PS2_Strong","0",0,"No"
"92","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","4","2","59","Female","Member of the Cabinet","Civic Coalition","PS1_Strong","PS2_Strong","1",1,"Yes"
"93","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","5","1","59","Female","Member of the Cabinet","Civic Coalition","PS1_Strong","PS2_Strong","1",1,"Yes"
"94","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","5","2","39","Female","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Mild","0",0,"No"
"95","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","6","1","54","Male","Civil Activist","Civic Coalition","PS1_Mild","PS2_Mild","1",1,"Yes"
"96","R_21lExuCDqphWQDL",1,NA,"HSS",1,"Civic Coalition",0.466666666666667,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","6","2","62","Male","Member of the Cabinet","Law and Justice","PS1_Strong","PS2_Mild","0",0,"No"
"97","R_22KlFwlNUrZcJcR",0,3,"HSS",1,"Civic Coalition",0.533333333333333,"Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","1","1","39","Male","Member of the Cabinet","Civic Coalition","PS1_Mild","PS2_Mild","0",1,"Yes"
"98","R_22KlFwlNUrZcJcR",0,3,"HSS",1,"Civic Coalition",0.533333333333333,"Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","1","2","54","Male","Member of the Cabinet","Civic Coalition","PS1_Strong","PS2_Strong","1",0,"Yes"
"99","R_22KlFwlNUrZcJcR",0,3,"HSS",1,"Civic Coalition",0.533333333333333,"Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B","2","1","54","Female","Member of the Cabinet","Law and Justice","PS1_Mild","PS2_Strong","1",1,"No"
